entropy,write_freq,file_size_change,extension_change,is_ransomware
2.7630456435490505,7.619475167084465,0.9795218263441059,0,0
7.589358084559716,60.86489878910416,1.0599573412725158,1,1
6.922564088794047,31.949067523434202,1.124210058544143,1,1
3.6885844883236736,7.308694700839829,0.8695698691005378,0,0
1.4589406667242684,4.105515589624563,0.8597897472279934,0,0
7.8180436877259165,66.1961416510155,1.0452463465130575,1,1
8.0,54.206642761286126,1.1417882770617511,1,1
3.4046410727761236,4.786996068437856,0.9193153931421705,0,0
6.956244279716295,45.22396657598355,1.0517449324523676,0,1
5.576023425415757,8.88896891133532,1.3251722813612736,0,0
2.2179364302329745,4.647098492033988,1.2992557801972378,0,0
2.5729532710447813,8.596572518882462,0.9295396070751689,0,0
7.11654826166345,63.79876535529989,0.9024328254372588,0,1
2.465185922419702,0.47718111764984705,0.8150475107428126,0,0
4.327089026495829,6.464377880104088,1.0336317324745992,0,0
3.3367030858193374,6.26383732044751,1.2671774701064873,0,0
8.0,60.14487983463295,1.0403873870431708,0,1
7.082620232341029,69.17375719544464,1.0336112387898895,0,1
7.7859469471895775,54.631878575164606,0.8823534625111974,1,1
7.380837772748856,4.762263614268208,1.3076007206747047,0,0
2.7788370577202697,1.2542893786905944,1.1867367158374795,0,0
7.547613579815474,58.73628361792109,1.070176472374775,1,1
6.33072930983647,2.4716598320357925,0.9971257918832422,0,0
7.410986625774023,47.52174470215083,1.06865313252189,1,1
7.247123484933873,28.745818867434856,1.0130888702348941,1,1
7.809163554083906,64.70226803083717,1.0335756206000615,1,1
3.8613733900578464,2.296145490878663,1.0509560768286343,0,0
7.914898595656354,49.913131196179016,0.9977251199540543,1,1
3.2758641937279744,5.275811059275958,1.234754988070791,0,0
7.586777925081733,38.42542925949907,0.8744549867505067,1,1
4.102704339414955,4.264729955222163,1.5748632118709245,0,0
4.266483762267502,3.1850632936335437,1.2127027738288731,0,0
1.9780546729839084,3.5882586226638757,0.7835764999589825,0,0
7.88306346237958,57.91617690530194,0.944887872880066,1,1
3.478314286477367,4.368004123441743,0.9292622027747208,0,0
7.8456453332930405,55.7272500386678,0.9525872566788275,1,1
6.5484654237727655,5.7220260633913655,0.6591448514366782,0,0
2.769353641264655,4.002246605065281,1.1535306680594597,0,0
8.0,48.76469692277703,1.047726880148387,1,1
7.266777018422777,25.77074696904021,0.9254913219307597,1,1
7.9196082172550355,46.243767438177876,1.006072287305561,1,1
5.581393871820822,6.979831791827769,0.7650364805619746,0,0
7.4196490954297385,67.46835335049263,1.111261726817816,0,1
7.377857580246614,45.14212480456781,0.9443103267335754,1,1
2.551232020975729,5.610637886259632,1.6279517722982106,0,0
6.069322647405915,32.12171769396487,1.0578698633026495,1,1
7.54442581064113,62.37051292215726,0.9250128847323397,1,1
3.5416367668108553,5.880811441792845,0.9455509911892822,0,0
4.366092545538054,7.237215100580654,1.5482316986093818,0,0
7.004036831542504,62.72912716476354,1.0397689171095381,0,1
7.58077842709694,40.93997827570013,1.0011728254610808,0,1
8.0,32.63151463367925,1.0204668743853456,1,1
8.0,43.8591526477122,1.1227952137377093,1,1
2.0769397315171627,5.910301036665727,1.4526386939793838,0,0
7.384423671764011,68.16112427112915,0.9047561254112497,1,1
7.3868178218065745,50.35673945962734,1.0552014108938872,1,1
7.381458839082705,30.15467741809098,1.1340197853866776,1,1
1.9849470048290794,3.8080284116937646,0.8604865374366015,0,0
7.216047837525898,51.79015910195083,0.8508587307736418,1,1
4.434672813074062,7.1770103088601545,0.5118407349278921,0,0
7.836565153381715,34.677728019666404,1.0304459740082794,1,1
1.8535418315235468,5.201137517631536,0.4520748841144092,0,0
7.812649332967027,52.92279767815527,0.8805468953507377,1,1
3.229736853029163,2.5267664078690184,1.218891275674183,0,0
7.326123505947351,34.809969432364,0.8615251455644561,1,1
4.146358496174745,5.36901461361712,0.37896278215618795,0,0
7.344114236078779,41.165662997216494,1.1101574979942486,1,1
6.714888221152894,36.95639064004716,0.9075308752404553,1,1
6.816023815047356,55.77327991363061,0.9661721866649962,0,1
7.519458168720506,21.913331064952242,0.950366287371671,1,1
8.0,62.8259438879209,0.989204332407023,1,1
8.0,72.04345349065503,1.0183018863919122,1,1
5.153632472043377,5.756163392494427,0.9364318509523973,0,0
5.101953841295485,4.213356253510685,1.0104901765094105,1,0
7.6392379753760835,28.12827895165317,0.9381338069236106,0,1
4.487776467678762,4.973721785524666,1.037592520612595,0,0
2.374016547262775,3.1955037032805462,1.0742973876626287,1,0
3.2257832523365795,6.684562075544518,1.2356607050459247,0,0
0.0,3.7479693712789475,0.7610811089006266,0,0
0.5343482041690097,4.252794773146871,1.7767732130191687,0,0
7.078434616749545,38.81382623543712,0.8782462662007696,1,1
7.31265970953369,45.249976429223125,0.9673401365127564,0,1
6.863855021308623,74.65593435612585,0.9956013898765624,1,1
6.896527489314636,41.38656709283791,1.0105311327957915,1,1
1.023661005958616,0.48325958171810157,1.0342539618466158,0,0
5.00721629982442,3.169381547415933,1.1148210071346665,0,0
8.0,46.77273123851859,0.9008270315084583,1,1
5.421937948922942,8.795084085971332,1.5061610426911427,0,0
6.6648419158603405,69.73511090739838,1.0877773123380325,1,1
1.880181326393365,3.8083679426549093,0.9325341262446145,0,0
7.322900292446585,46.169410429042564,0.8831365718106535,1,1
2.128981372431628,5.626166812024355,0.8754056144842624,0,0
3.5524482910887607,5.201221098293068,0.29935725778560096,0,0
7.187751176617945,76.06951089478835,1.1352336377633967,1,1
3.702552741325241,2.2055765322300096,1.0029373782363702,0,0
1.6899927236142016,5.553303336993848,1.1472568544271966,0,0
2.962258091476889,10.261766625552173,1.1279682856302877,0,0
7.722914757034893,34.418878559163744,0.9198151603857657,0,1
7.127771076487684,44.91224406732993,0.932166802363367,0,1
7.786452375845135,61.69529052778118,0.8515609461833151,1,1
7.661320127880634,41.933736086950276,0.9608195535430162,1,1
5.76092729749846,5.4826556304446425,0.7327605359535476,0,0
3.1496579010718175,5.264011475182108,0.8968871643415744,0,0
0.14806702081653045,6.050448868698892,1.6927133458391146,0,0
7.697650087100234,36.96053651224088,0.9621637500992298,1,1
4.17856718480426,3.9872789255063825,0.8165325893565982,1,0
4.259020975773993,4.056583091047827,1.1816173455728527,0,0
4.795206618950893,5.96183783497804,0.9967075940555442,0,0
7.561737699145729,59.63690852038932,0.9249739655359841,1,1
7.562221580348793,50.02308651496589,0.9902260118943904,1,1
4.244099967686605,3.5610855981559437,1.091799560416535,0,0
7.904121695163652,49.02904536165585,0.829616449434931,1,1
8.0,38.54282413690089,1.177016571836893,0,1
3.876023830747826,6.831333228534666,1.0618204550092876,0,0
4.447050447645417,2.316222310416752,1.2036123902275249,0,0
3.430214609365377,7.472239102555797,1.3476609499743801,0,0
3.2497696046899804,3.107209795588253,0.8830871629502023,0,0
7.093598552988225,48.01356577832864,1.005758766500574,1,1
5.032383114600195,6.876784976145402,1.2580594937640637,0,0
2.1910553814489524,5.299866139768707,0.7881472630654637,0,0
7.746583386807512,29.272116085535874,1.1584971599170544,1,1
7.629647604667874,46.57381397833085,1.011623723118699,0,1
7.207878407683447,50.63541275132427,1.1901178679268152,1,1
8.0,35.778487692969016,1.0514990028300337,1,1
7.778548514169393,35.40594190067766,0.835038603882489,1,1
7.547580884480154,73.13128088934104,1.1210952826336158,1,1
3.855067573076908,3.974482193631015,0.6226936105310661,0,0
4.053838053614778,6.3726725248796665,0.9823452705662638,0,0
7.302318075242593,22.67163622299449,0.825511436679774,1,1
7.559135073237367,44.63135283437093,0.8810150558164751,1,1
4.573330984917779,5.344486159249867,1.2603006696849657,1,0
7.820873344500178,44.8086288782685,1.0272378701844291,1,1
6.485323479626435,80.63510488894025,1.0538894079256487,0,1
7.002354085764591,49.39272286476604,1.0031112271300129,1,1
7.487247320270597,60.364163611454536,1.0053570359082176,1,1
7.668846136681614,49.13915664532795,1.2136568330031616,0,1
5.328408892877066,7.534507264798894,1.1445281765008242,1,0
5.174238000000803,7.9753554551516,1.3753013849952973,0,0
7.029095821494144,53.2250148800261,0.9527977392363346,1,1
7.221236303170606,16.681358390869242,1.1525622508195545,1,1
3.5708089659193583,5.965202402101825,0.8409777725776009,0,0
4.638496159121823,3.833794669729683,1.2685470072529923,0,0
6.87966986502259,7.309011132518978,0.7956198718455186,0,0
7.299009063044617,44.87417303952226,1.0835286558319768,0,1
3.7385761451373942,4.223698677833379,1.3730986967343233,0,0
7.0266917550201695,45.011796173507115,0.9932911234951765,0,1
8.0,47.86756783952543,0.9500108752288933,1,1
4.355337389833795,4.700090310981359,0.8252717145495483,0,0
8.0,37.77715791959095,0.9218909739765778,1,1
5.843494009906853,4.433595242917677,1.0482107570627528,0,0
7.333037865523871,44.559248422373216,1.0518515183097101,1,1
4.681055936223846,6.458881776858133,1.3046764243268005,0,0
5.83721977444092,3.621372438403716,1.4248754687765395,0,0
4.534464081663296,2.5261134097229396,1.317267879324752,0,0
